name;characteristics;volume;price;storage_condititon_ID;shell_life_in_days;supplier;item_type_ID
536;4;0;36537;1;836;Pfeffer - Farrell;4
537;M;27;49687;0;573;Ruecker - Stoltenberg;1
538;P;29;21229;6;522;Cormier Group;2
539;h;4;48549;6;750;Mante - Fahey;3
540;V;6;8492;2;987;Lubowitz - O'Hara;3
541;w;2;13570;3;853;Brekke, Keeling and Hammes;5
542;S;4;40356;5;345;Labadie and Sons;6
543;%;19;99728;9;456;Becker Inc;1
544;$;27;22189;6;785;Kuhlman - Dach;0
545;h;26;48596;0;939;Wuckert - Mante;4
546;5;4;80867;5;330;Davis - Crona;7
547;7;16;4034;8;479;Wuckert and Sons;2
548;2;15;96830;8;497;Jacobi - Altenwerth;1
549;q;12;43873;8;105;Smitham, Balistreri and Skiles;9
550;v;9;89295;1;489;Heidenreich - Koss;4
551;&;3;29947;9;624;Kiehn and Sons;10
552;s;16;20609;1;949;Lesch LLC;10
553;t;22;77774;9;36;Schultz Group;6
554;9;24;35457;6;534;Cummerata, Quigley and Nienow;4
555;Z;29;10988;1;110;D'Amore - Muller;4
556;I;4;18070;8;697;Simonis, Thompson and Tremblay;4
557;4;20;94859;10;889;Doyle Inc;8
558;C;20;96487;2;308;Rempel, Larson and Blanda;9
559;Q;3;17525;2;429;Turner LLC;0
560;I;17;19489;1;156;Hand, Rodriguez and Cruickshank;3
561;o;7;61971;8;878;Powlowski - Nitzsche;9
562;z;21;48594;3;311;Kihn Group;1
563;g;10;88584;2;912;Harber, Smitham and Adams;9
564;x;16;73803;6;820;Miller and Sons;7
565;F;10;18691;5;859;Mertz, West and Cruickshank;10
566;m;0;80717;5;835;Mills - Trantow;8
567;n;30;63423;3;580;Kunze - Kunze;6
568;R;26;30253;10;333;Kling - Greenholt;7
569;N;10;83832;3;618;Donnelly - Legros;8
570;k;10;69896;7;117;Nolan - Macejkovic;4
571;z;19;34298;9;161;Konopelski, Hills and Keeling;8
572;Y;8;85680;8;944;Dach LLC;10
573;4;7;73002;8;948;Larkin LLC;4
574;r;16;49727;9;29;Hoppe - Kirlin;5
575;q;17;33624;4;58;Gulgowski, Welch and Feest;4
576;I;4;59996;0;511;Gutmann and Sons;7
577;x;17;44869;0;213;Walker - Gleason;8
578;O;0;17308;9;806;Kulas - Stoltenberg;4
579;l;21;71050;9;390;West - Bernier;6
580;Q;22;49274;7;867;Cummerata - Hahn;0
581;s;29;35882;7;335;Little Inc;7
582;x;28;15771;5;651;Harris, Bergnaum and Morar;10
583;a;1;68175;4;874;Vandervort Inc;1
584;O;17;97441;4;887;Predovic, Monahan and Koch;7
585;L;6;18758;1;172;Fritsch, Waters and Corwin;10
586;A;27;13091;2;420;Legros - Mertz;3
587;8;10;48787;7;347;Brown and Sons;9
588;T;8;98672;10;629;Rippin, Powlowski and Kessler;9
589;);4;24508;9;707;Fahey and Sons;2
590;W;9;56624;9;528;Hickle - Schneider;6
591;%;0;89098;2;192;Pouros Group;1
592;Z;4;95393;4;589;Kuhn - Emmerich;9
593;I;19;94468;9;481;Quitzon, Dibbert and Reynolds;2
594;*;15;19139;5;444;Anderson, Torp and Lebsack;10
595;q;8;86030;0;751;Bashirian - Runolfsson;7
596;V;19;49111;4;44;Dooley - Lueilwitz;0
597;S;5;83485;10;724;Nicolas LLC;2
598;r;4;96844;1;614;Weber Group;10
599;1;13;83550;1;288;Kunze, Kirlin and Spinka;5
600;F;19;79425;8;259;Dooley Group;5
601;W;0;79083;0;22;Bahringer - Mraz;2
602;P;29;47732;2;858;Gleason Inc;7
603;q;0;30421;4;80;Wiza LLC;2
604;4;6;30750;9;307;Nicolas - Bechtelar;1
605;f;21;46221;8;275;Hirthe - Frami;8
606;p;14;89469;7;585;Schaden Group;10
607;n;26;44939;5;922;Franecki, Rogahn and Spinka;3
608;C;17;9126;0;9;Kulas - Ledner;4
609;4;7;4843;5;989;King LLC;5
610;s;25;65143;5;468;Jones LLC;2
611;f;24;53737;2;532;Reilly - Rath;8
612;A;22;34503;4;726;Sanford and Sons;7
613;B;12;45843;10;621;Bergnaum - Bergstrom;9
614;%;7;86089;8;748;Kohler, Tremblay and Wintheiser;5
615;&;23;21270;8;994;Huels, Stracke and Stehr;0
616;d;23;49066;9;62;Koepp, Ritchie and Schaden;10
617;q;21;68808;9;126;Donnelly Group;0
618;5;5;86643;5;169;Goodwin - Christiansen;3
619;^;13;29533;7;875;Reinger Inc;8
620;Y;3;70866;2;234;Schroeder and Sons;3
621;F;24;57102;10;18;Kutch - Bode;2
622;T;22;78609;0;811;Senger and Sons;10
623;P;18;11848;4;86;Greenfelder - Corwin;9
624;E;13;45728;4;445;Block Group;5
625;V;17;15089;2;438;Carter Inc;4
626;T;29;59768;3;431;Bartoletti, Kiehn and Kutch;6
627;m;1;1129;7;577;Murray - McDermott;1
628;L;18;75834;10;834;Beer - Hamill;3
629;S;8;15378;4;352;Russel, Cremin and Murazik;3
630;8;8;80022;9;406;Graham Group;0
631;p;11;62015;4;543;Bode Group;9
632;n;20;35481;4;455;Ankunding - Kilback;10
633;x;10;51078;8;559;Borer - Ernser;10
634;v;14;28514;10;924;Daniel, Larkin and Klocko;1
635;f;3;91230;9;7;Quitzon Group;4
636;7;18;14389;9;358;Goldner - Crona;3
637;N;12;88806;8;37;Raynor - Pfeffer;0
638;6;11;60167;3;890;Bogisich and Sons;5
639;D;7;79985;0;636;Roberts - Feil;0
640;#;18;29667;3;735;Emard Inc;6
641;1;15;3128;9;662;Dooley, Howe and Kuvalis;0
642;F;21;3317;6;941;Abbott - Renner;7
643;1;27;26387;8;478;McLaughlin - Hoeger;3
644;i;7;74350;0;555;Mueller and Sons;1
645;4;30;42212;0;728;Gulgowski, Sanford and Klocko;0
646;k;5;99163;7;355;Jast and Sons;8
647;#;20;45080;2;561;Kilback, Toy and Hodkiewicz;0
648;H;26;98758;0;486;Wintheiser - Dickinson;3
649;(;17;63796;4;828;Sporer LLC;10
650;M;1;84313;6;21;Mayert, Terry and Mitchell;8
651;f;22;90435;6;908;Stanton, Donnelly and Bednar;6
652;h;20;23056;9;697;Bogan LLC;1
653;);26;9426;0;331;Medhurst LLC;6
654;9;26;46930;7;492;Oberbrunner - Durgan;5
655;N;23;45674;8;849;Haag - Schiller;8
656;7;7;56289;5;323;Schmidt - Boehm;4
657;k;13;10665;9;6;Kuhic LLC;5
658;r;1;19317;10;766;Fahey, Mosciski and Cassin;4
659;I;27;42449;9;898;Reichert - Hirthe;1
660;E;5;59989;10;809;Pfeffer, Dickinson and Wilderman;5
661;n;30;97183;1;538;Bogan Inc;2
662;q;20;80265;8;425;Smitham and Sons;8
663;d;29;91661;6;899;Herzog and Sons;8
664;f;23;90505;6;523;O'Connell and Sons;1
665;g;24;57315;6;779;Armstrong - Rogahn;3
666;1;23;53558;4;860;Rau - Ondricka;3
667;s;23;36850;0;882;Towne Inc;0
668;3;4;53035;6;821;Lang - Davis;6
669;S;21;57846;8;190;VonRueden and Sons;0
670;!;5;11481;2;628;Cole - Marks;5
671;g;1;36520;5;113;Osinski, Grimes and Batz;4
672;H;24;32453;4;996;King - Rice;6
673;p;19;40526;1;154;Schuppe, Beer and Paucek;4
674;9;15;22924;4;183;Huels - Price;5
675;);11;11247;2;638;Grimes Inc;8
676;v;3;96243;10;442;Sawayn Inc;8
677;!;25;65233;4;248;Halvorson Inc;1
678;L;30;14033;4;971;Brakus - Mertz;10
679;s;9;6593;3;234;Wehner and Sons;7
680;n;18;18049;3;963;Stiedemann, Weissnat and Crist;6
681;q;9;48970;6;157;Kub Inc;1
682;d;10;30738;7;160;Runte LLC;3
683;a;6;43193;8;761;Legros, Ullrich and Miller;9
684;A;19;48798;0;436;Mann LLC;3
685;5;1;42529;10;855;Blanda, Simonis and Schmitt;9
686;5;11;31268;5;984;Brakus - Hansen;9
687;q;4;4461;2;583;Sanford - Homenick;2
688;Q;17;41455;8;103;Zboncak, Rice and Jaskolski;3
689;D;2;77226;1;380;Swift - Hilll;8
690;b;7;57506;1;841;Howe - Christiansen;9
691;v;11;89291;1;242;Mohr - Hudson;6
692;p;13;74167;1;333;Stracke, Dibbert and McGlynn;0
693;%;5;90363;9;101;Klein - Greenfelder;9
694;l;29;3701;3;692;Hickle and Sons;5
695;#;1;19774;0;76;Stracke Group;1
696;9;30;70291;3;44;Jones - Ritchie;3
697;$;11;84268;10;598;Smitham and Sons;4
698;W;19;35929;8;237;Corwin, Simonis and Batz;1
699;X;8;49481;3;724;Spencer, Reichert and Mann;4
700;O;8;80087;3;866;Tremblay - Effertz;5
701;y;28;21478;4;726;Smitham, Hackett and Dicki;5
702;!;3;25642;3;405;Mills - Tromp;7
703;D;3;87558;8;561;Jacobson Inc;0
704;5;9;20251;8;56;Lowe - McGlynn;8
705;R;12;10824;8;321;Littel, Gibson and Keeling;5
706;c;15;12978;2;822;Bailey - D'Amore;10
707;w;5;48662;7;185;Altenwerth - Smith;0
708;$;22;95250;7;72;Dooley, Littel and O'Keefe;9
709;H;18;4955;4;394;Mann Group;2
710;f;26;14419;6;669;Considine, Becker and Bahringer;5
711;H;10;1519;9;227;Purdy - Ernser;0
712;I;26;37353;0;658;Cronin, Brakus and Howe;6
713;w;17;31455;5;34;Runte Group;9
714;h;15;2502;2;655;Rath, Cormier and Macejkovic;2
715;7;23;89949;9;202;Nienow Group;2
716;I;3;45887;8;777;Schultz, Green and Green;6
717;L;8;29607;0;24;Kertzmann - Parker;4
718;R;1;91020;7;929;Jaskolski - Rogahn;5
719;1;18;38652;3;815;Zieme - Spinka;5
720;&;12;20438;3;949;Beer, Morar and Daniel;8
721;$;29;56083;7;458;Kautzer - Gerlach;5
722;r;22;66833;1;37;Zemlak, Zieme and Johns;8
723;y;19;70011;0;476;Von, Carter and Hoppe;3
724;0;5;95869;9;816;Waters and Sons;9
725;Z;13;51331;9;240;Bruen Inc;6
726;Z;21;35392;4;772;Klein and Sons;9
727;8;23;53272;5;382;Cole Inc;9
728;i;7;60506;0;684;Hilpert - Lowe;9
729;Z;13;57574;1;144;Moore - Schultz;7
730;b;19;25243;2;304;Runolfsdottir - Raynor;3
731;m;11;65831;6;2;Carter, Kuhic and Homenick;5
732;D;15;93655;9;209;Kautzer LLC;5
733;C;7;75418;2;59;Parker - Balistreri;10
734;x;28;47928;1;180;Rippin Group;8
735;#;4;87574;1;157;Hirthe, Smitham and Weimann;5
736;T;22;32262;7;108;Brown, Schoen and Carter;9
737;j;11;92889;3;348;Gerlach - Erdman;10
738;Q;8;86294;1;446;Kozey Group;0
739;D;7;9893;1;353;Price - Ebert;3
740;$;4;81741;1;401;Cruickshank - Jones;5
741;^;3;15520;3;515;Boyle, Huel and Lakin;4
742;O;15;1373;5;779;Mueller - Walker;10
743;P;4;97448;2;998;Weimann - Hilpert;2
744;I;1;27881;0;681;Ratke, Hartmann and Heidenreich;5
745;Z;13;20059;2;144;Macejkovic Group;7
746;G;28;70373;0;377;Ullrich - Mraz;3
747;o;18;68988;3;997;Rodriguez, Zulauf and Bahringer;9
748;s;27;18113;10;990;Weimann Group;1
749;h;26;92954;0;839;Runolfsson, Lowe and Brekke;9
750;%;14;27096;4;402;Stamm - Collier;1
751;Q;9;30168;3;581;Hane LLC;8
752;^;22;22468;10;733;Franey, Balistreri and Stoltenberg;10
753;Z;23;52532;10;374;Rodriguez, Hamill and Hahn;0
754;m;4;50627;3;672;Aufderhar and Sons;3
755;C;23;59965;3;138;Schimmel, Swift and Crist;5
756;2;24;15243;7;871;McDermott and Sons;10
757;g;6;96274;10;545;Krajcik and Sons;1
758;D;7;36138;2;393;Gleichner, Mante and Gislason;1
759;&;30;66172;2;637;Stokes, Berge and Reichert;8
760;R;6;78971;7;403;Jones - Renner;6
761;P;8;31191;6;935;Bednar - Stokes;8
762;I;11;14391;0;171;Hilpert - Harvey;2
763;d;11;70332;5;969;Kulas - Daniel;5
764;l;13;67730;5;798;Anderson Group;5
765;e;21;62451;9;453;Zboncak, Hickle and Hahn;3
766;O;29;77025;10;667;Hermiston, Hilll and Hansen;1
767;&;0;150;4;293;Ortiz Inc;8
768;b;12;11595;10;407;Moore, Hackett and Kautzer;8
769;1;28;73400;9;537;Raynor - Kub;3
770;V;25;62125;6;481;Bergstrom, King and Senger;5
771;j;27;73165;4;489;Watsica Inc;3
772;P;30;30908;10;992;Mills, Miller and Cartwright;1
773;S;4;18221;2;47;Kiehn, Huel and Waelchi;1
774;D;15;71697;5;238;Nienow Inc;2
775;e;3;74871;4;288;Farrell - Hansen;0
776;O;15;40313;9;976;Considine - Howell;5
777;r;17;20283;2;163;Mitchell, Miller and Okuneva;8
778;x;18;26443;3;112;Moore - Dickens;0
779;%;22;29864;1;363;Orn LLC;1
780;S;28;87467;10;806;Kulas LLC;10
781;m;30;14068;8;767;Anderson - Baumbach;9
782;D;2;10204;2;571;Yundt - Schowalter;6
783;J;23;39392;6;660;Baumbach Group;3
784;c;3;21330;1;730;Goyette - Boehm;6
785;H;21;29287;0;455;Ortiz - Lang;5
786;*;22;82747;6;655;Streich - Doyle;4
787;l;11;72289;1;606;Blick, Senger and Beatty;4
788;N;16;62407;6;216;Mohr, Heaney and DuBuque;0
789;P;18;33621;6;106;Farrell LLC;3
790;%;4;38386;7;853;Kreiger - Wisozk;1
791;^;18;19871;0;919;Ondricka Inc;3
792;U;14;41587;5;618;Kozey LLC;9
793;r;9;25708;3;725;Swift Group;2
794;s;5;61402;7;847;Kiehn - Nikolaus;0
795;Q;16;51838;2;587;Lindgren and Sons;9
796;E;0;33427;6;943;Rau LLC;5
797;b;0;10455;6;160;Fritsch - King;9
798;t;27;70561;2;35;Reichel LLC;8
799;2;6;42360;10;860;Effertz and Sons;4
800;J;1;91037;3;732;Quigley Group;7
801;k;30;7371;0;147;Fay LLC;7
802;Y;23;34510;6;799;Witting - Jaskolski;8
803;2;8;13560;9;601;Lowe - Kihn;3
804;C;10;24101;6;667;Daniel - Borer;1
805;e;11;16368;10;219;Baumbach Inc;10
806;i;3;81679;9;723;O'Connell Group;0
807;f;26;64205;5;833;Emmerich - Ullrich;10
808;A;27;54239;9;84;Grant and Sons;9
809;u;7;28885;6;768;Stamm - Medhurst;1
810;u;15;33078;3;586;Walker LLC;5
811;D;8;119;0;132;McClure, Koelpin and Ondricka;3
812;h;18;38665;4;543;Waters - Kovacek;4
813;5;22;17327;3;366;Emmerich - Stokes;5
814;A;15;76882;1;458;Stoltenberg and Sons;2
815;H;22;26095;1;310;Herman Group;3
816;*;27;13416;8;800;Barton - Will;2
817;o;28;12365;6;740;Waters - Gorczany;8
818;V;14;77620;7;623;Friesen - Smith;6
819;*;28;89119;8;542;Schultz, Schultz and Lebsack;8
820;0;12;11099;3;243;Spinka - Mertz;0
821;u;4;74989;10;560;Quitzon, Hansen and Leuschke;8
822;!;28;86474;1;112;Schaefer, Wiza and Mayer;1
823;z;29;31062;10;926;Kuvalis, Bartoletti and Shields;5
824;T;21;50080;7;837;Spencer LLC;1
825;u;2;29316;2;586;Cole - Bauch;6
826;0;8;31836;10;939;Wilkinson - Spencer;5
827;F;2;65008;1;969;Satterfield - Kessler;9
828;h;10;68566;8;959;Kshlerin - White;10
829;u;6;6639;5;111;Vandervort, O'Connell and Cummerata;10
830;K;29;24717;4;951;Upton, Balistreri and Balistreri;0
831;O;12;45547;8;180;Fadel - Schoen;5
832;s;11;56173;9;903;Witting - Jones;4
833;i;25;30005;0;648;Stiedemann - Bogan;3
834;*;8;12650;2;556;Mills and Sons;1
835;J;7;70946;6;848;Anderson - Steuber;0
836;W;8;34254;4;476;Bogan and Sons;5
837;Y;4;6581;7;806;Collins - Wunsch;2
838;O;6;75204;7;272;Nolan Group;5
839;2;7;22894;7;861;Blanda and Sons;4
840;Y;22;43391;6;355;Green, Bailey and Halvorson;6
841;x;15;22090;8;694;Dare - Hoeger;4
842;9;5;62378;7;545;Abernathy, Gibson and Murphy;8
843;1;22;15048;1;554;Stamm - Emmerich;4
844;V;14;7103;2;320;Stokes, O'Connell and Mann;7
845;L;9;66213;5;136;West - O'Reilly;7
846;0;19;50947;5;453;Wisoky, Spencer and Feest;3
847;U;27;88923;10;587;Dicki, Stracke and Kovacek;2
848;v;22;77012;5;326;Wiegand - Dickens;2
849;V;4;85917;9;910;Gusikowski - Roob;1
850;N;25;1236;1;748;Ondricka, Runolfsdottir and McClure;0
851;K;7;84072;10;818;Davis - Stark;10
852;C;8;75692;7;96;Donnelly - Moen;1
853;t;18;17643;7;565;Kris and Sons;10
854;z;23;5748;4;421;Jerde Group;8
855;$;10;68469;1;887;Kuphal, Streich and Stark;8
856;&;10;3472;9;269;Hackett, Gottlieb and Kshlerin;5
857;J;19;95468;6;834;Bins, Herman and Kemmer;10
858;J;11;28381;5;184;Mosciski LLC;9
859;@;11;59713;10;267;Bayer - Huel;1
860;7;17;3044;9;111;Jast Inc;1
861;8;4;78768;9;354;Heaney LLC;9
862;J;14;42615;4;292;Ferry - Nicolas;1
863;y;4;87989;10;175;Kerluke, Schaefer and Rippin;4
864;c;8;23646;3;805;VonRueden, Marquardt and Larson;1
865;i;18;8294;2;763;Crist, Spinka and Borer;0
866;C;24;32640;8;422;Funk - Prohaska;6
867;S;29;45092;3;413;Dickens - Ferry;7
868;7;29;30580;2;751;Corkery - Klocko;2
869;h;17;38654;5;999;McClure, Wiza and Osinski;8
870;V;8;2783;2;541;Medhurst - Homenick;6
871;N;1;58488;1;371;Marquardt - Stokes;10
872;!;26;42563;4;532;VonRueden Inc;2
873;!;17;25067;4;568;Block Inc;7
874;p;9;61721;5;226;Corwin, Little and Douglas;8
875;0;12;48682;5;542;Toy, Schmidt and Durgan;4
876;X;9;7056;2;546;Jakubowski, Schinner and O'Hara;6
877;X;6;5871;8;583;Terry, Gleichner and Green;9
878;);23;31782;4;982;Kuhlman and Sons;0
879;Y;1;92179;4;727;Cremin, Wolf and Nader;2
880;V;14;92779;0;575;Ankunding, Beier and Kunze;4
881;s;12;56382;5;602;Kemmer, Greenholt and Hilll;1
882;Y;2;64371;10;827;Emmerich - Borer;9
883;$;26;3067;4;728;Koelpin and Sons;0
884;u;18;82558;3;573;Klocko - Jenkins;8
885;%;18;56696;5;41;Leffler - Quigley;3
886;k;21;12370;2;950;Adams LLC;8
887;1;1;66599;5;316;Volkman, Friesen and Barrows;9
888;U;17;26830;4;374;Nader LLC;9
889;p;16;5409;4;319;Feeney Inc;7
890;(;24;22141;10;193;Schaden - Spinka;5
891;S;16;99197;9;549;O'Connell, Huels and Harris;8
892;H;4;82922;1;233;Ernser, Klein and Yost;7
893;s;26;70818;8;875;Tillman LLC;0
894;e;8;79874;5;527;Moen - Roberts;9
895;^;8;50244;7;385;Walsh Inc;3
896;e;5;78313;7;668;Casper, Shanahan and Konopelski;4
897;F;29;18044;6;648;Wyman Inc;1
898;T;30;20387;4;620;Abshire, Oberbrunner and Herman;3
899;5;23;46137;8;176;Schulist LLC;10
900;n;26;99307;7;701;Corkery and Sons;2
901;k;16;74255;5;153;Hills Group;4
902;I;23;185;5;528;Haley Group;8
903;z;3;88630;3;564;Nitzsche Inc;7
904;@;14;62021;6;768;McKenzie LLC;3
905;v;10;28921;7;63;Carroll LLC;1
906;!;9;77542;2;135;Grant, Dibbert and Rau;0
907;H;4;13921;6;943;Davis, Connelly and Hirthe;7
908;M;4;19677;5;762;Lockman - Grady;9
909;m;30;52271;2;9;Lowe LLC;5
910;a;2;6689;8;555;Gutkowski, Batz and Orn;7
911;6;24;65019;1;187;Cormier LLC;3
912;G;30;53429;5;862;Ward LLC;7
913;f;6;6523;3;802;Paucek, Hane and Corwin;9
914;7;9;30772;3;906;Blick - Buckridge;10
915;*;15;3815;3;89;Haley and Sons;6
916;&;9;87716;10;671;Botsford, Stehr and Mante;1
917;F;30;502;10;42;Purdy, Larson and Bartoletti;10
918;O;23;80930;1;629;Sanford - Wilderman;5
919;e;21;84210;2;686;Feest, Daugherty and Feest;10
920;C;30;39263;6;215;Schmitt Group;3
921;*;13;70068;1;555;Mayert LLC;2
922;T;0;47636;3;552;Hane - Quigley;3
923;m;19;31055;4;421;Blick - Sipes;6
924;k;10;29437;7;329;Sauer - Witting;8
925;Q;17;4732;10;543;Bechtelar - Macejkovic;6
926;1;5;27203;7;714;Daniel and Sons;9
927;Z;23;81765;9;56;Dickinson and Sons;8
928;Q;15;86490;7;658;Reichel - Goodwin;9
929;i;10;64183;3;942;Runolfsdottir, Grady and Emmerich;0
930;2;0;63756;4;231;Maggio and Sons;6
931;^;7;80752;9;930;Deckow, Smith and Deckow;7
932;3;15;14582;0;809;Nikolaus - Swaniawski;8
933;q;22;52376;6;495;Nikolaus Inc;8
934;p;6;75418;6;425;Jenkins - Hilll;4
935;s;26;80690;5;669;Blick - Wuckert;0
936;Z;8;39463;5;389;Hermiston, Sanford and Hessel;9
937;!;22;34188;10;660;Bauch LLC;4
938;2;30;79354;6;19;Romaguera, Wolf and McGlynn;2
939;f;23;64728;4;544;Bednar - Walsh;0
940;L;14;80703;2;868;Auer Group;7
941;9;15;52626;9;650;Gutkowski Group;2
942;i;30;3398;5;565;Rowe - Hermiston;7
943;p;22;52922;5;735;Gutkowski - Yundt;6
944;O;4;77905;3;357;Gislason and Sons;2
945;M;26;12770;1;886;Ryan Group;7
946;w;5;66244;1;153;Wunsch - Rohan;2
947;k;5;95831;0;637;Kovacek, Zboncak and Hudson;0
948;l;18;1290;4;551;Windler - Fay;1
949;Y;29;33106;7;409;Schoen, Pagac and Stehr;5
950;R;8;99046;0;778;Reynolds Group;5
951;x;12;65785;1;282;Lueilwitz - Shanahan;9
952;p;28;38473;8;171;Larson - VonRueden;8
953;z;26;11369;0;949;Gulgowski LLC;1
954;A;8;16176;2;267;Emmerich and Sons;6
955;g;9;21602;3;108;Murray - Baumbach;9
956;T;25;17152;8;171;Ankunding - Mosciski;7
957;a;13;2342;2;12;O'Connell - Maggio;1
958;E;14;32852;5;233;Stokes - Rolfson;9
959;v;24;44744;2;243;Welch LLC;6
960;&;22;18935;5;203;Hamill Group;1
961;S;25;69609;9;812;Gulgowski, Toy and Schowalter;3
962;X;9;99121;8;98;Von - Waelchi;4
963;R;14;33041;4;162;Mohr - Fadel;5
964;);5;49091;8;811;Pollich Group;3
965;a;4;64726;3;461;Dach LLC;8
966;G;5;85067;4;5;Gorczany, Sauer and Walter;1
967;D;23;49572;6;154;Raynor, Hilpert and Heathcote;5
968;z;1;23907;2;409;Rolfson, Langosh and Bahringer;9
969;1;25;37881;1;802;Waelchi - Wunsch;0
970;k;28;3584;2;48;Shields, Klein and Cummings;6
971;X;10;23707;5;245;Keebler - Hammes;9
972;2;26;50211;9;374;Swaniawski and Sons;5
973;d;27;82499;9;895;Gottlieb - O'Kon;6
974;C;15;1487;8;249;Fadel, Pollich and Runolfsson;1
975;x;20;98621;1;980;Monahan and Sons;0
976;f;25;71598;3;636;Altenwerth - Dickens;5
977;o;13;48121;4;617;Gorczany - Schulist;8
978;#;0;16124;6;379;Lowe, Ratke and Gerlach;7
979;G;16;47665;6;100;Frami and Sons;6
980;R;23;7161;2;719;Runte Group;2
981;B;13;23661;8;969;Considine Group;2
982;*;17;81967;4;77;Stracke, Bogan and Blick;2
983;z;14;98142;6;326;Franey, MacGyver and Hagenes;6
984;*;22;16847;4;830;Wuckert, Lebsack and Kautzer;0
985;2;25;16593;9;55;Kulas - Jacobs;5
986;V;26;88824;8;632;Marquardt Group;9
987;c;9;65542;9;914;Keeling, Bradtke and Heaney;10
988;d;8;72985;4;193;Gleason LLC;0
989;T;3;80414;7;484;Johns - Gislason;6
990;&;10;64035;9;428;Mosciski, Murphy and Yost;10
991;G;16;38273;6;561;Wilderman, Lueilwitz and Volkman;0
992;r;3;25710;2;960;Collier - Borer;3
993;n;4;17996;0;157;McClure - Oberbrunner;10
994;(;28;34203;9;8;Wisoky and Sons;6
995;b;16;61583;2;659;Sauer Inc;0
996;5;21;71965;3;119;Turcotte, Wisoky and Greenfelder;4
997;R;30;88792;0;275;Dibbert Inc;1
998;n;13;55240;0;827;Nolan - Grady;7
999;G;27;42751;1;122;Ritchie - Balistreri;0
1000;G;30;14326;10;451;Pagac LLC;3
1001;S;20;98225;3;149;Parker and Sons;6
1002;E;7;12072;8;785;Shanahan - Schmitt;0
1003;f;14;10987;2;261;Grady and Sons;6
1004;q;24;87535;3;390;Bogisich and Sons;7
1005;p;27;56295;9;851;Waelchi Inc;5
1006;G;13;47217;2;878;Ziemann - Collins;1
1007;Y;28;88124;7;641;Fritsch Inc;3
1008;L;30;93206;4;854;Heathcote, Strosin and Herman;10
1009;y;8;50672;7;651;Lehner, Okuneva and Shields;5
1010;o;25;58503;7;915;Wilkinson Group;2
1011;*;0;39390;4;240;Dach, Cronin and Connelly;0
1012;j;7;1683;10;163;Homenick, Davis and Waelchi;10
1013;2;30;71562;1;243;Rolfson, Quitzon and Bashirian;9
1014;f;30;91024;0;773;Goyette Group;7
1015;Y;3;97494;4;817;Weber Inc;0
1016;G;10;85851;0;888;Hand - Hartmann;4
1017;2;24;7191;10;205;Armstrong LLC;9
1018;v;30;91732;10;103;Jacobi - Schuster;0
1019;7;17;60171;8;825;Turcotte, Boyle and King;5
1020;l;18;11352;0;886;Steuber and Sons;3
1021;M;19;17324;4;107;Donnelly Inc;9
1022;&;28;69526;1;428;Bayer, Schuppe and Beatty;0
1023;s;3;74165;2;77;Ritchie LLC;9
1024;(;28;3711;5;469;Hyatt, Thompson and Muller;2
1025;G;15;61400;6;182;Kihn and Sons;6
1026;P;22;36049;0;401;Mitchell, Cronin and Beier;4
1027;7;25;52556;2;105;Bauch Group;8
1028;g;21;25096;3;812;Ferry and Sons;10
1029;r;27;26795;0;327;D'Amore - Klein;6
1030;C;21;74808;9;689;O'Kon and Sons;3
1031;0;4;33059;10;56;Walsh - Breitenberg;9
1032;a;29;6657;3;850;Lakin, Herman and Treutel;4
1033;!;3;87045;2;777;Bogan, Bauch and D'Amore;6
1034;3;8;41042;4;307;Rau, Muller and Smitham;10
1035;#;15;14182;3;301;Kiehn, O'Hara and Hane;0
1036;#;20;72720;0;374;Effertz and Sons;5
1037;2;1;81634;0;709;Bayer - Kshlerin;8
1038;0;13;14564;6;603;Bernier - Harris;3
1039;Q;16;94362;7;985;Jast - DuBuque;9
1040;F;0;53581;9;566;MacGyver - Leffler;0
1041;T;8;73943;6;721;Cruickshank, Bernier and Hoppe;9
1042;M;29;64436;0;466;Oberbrunner, Dooley and Parker;3
1043;5;17;29333;2;217;Champlin LLC;4
1044;z;21;58887;6;199;Thompson and Sons;5
1045;D;1;9846;3;534;Bednar Inc;4
1046;h;2;22724;10;779;Reynolds Group;4
1047;A;22;93814;3;425;Paucek - Hansen;7
1048;p;30;35648;0;604;Padberg LLC;5
1049;W;28;26539;1;498;Nolan Inc;0
1050;4;24;26244;0;224;Ortiz and Sons;6
1051;s;19;6548;8;6;Flatley - Lockman;9
1052;Z;0;70263;0;22;Cronin LLC;0
1053;6;27;97064;7;986;Schamberger - Reynolds;2
1054;s;11;18195;4;119;Bogan, Klocko and Doyle;0
1055;$;29;97358;2;402;Swaniawski - Rath;10
1056;e;18;23246;5;385;Reichel - VonRueden;10
1057;W;27;72637;2;208;Cassin - Yundt;10
1058;I;16;26193;10;845;Crona - Upton;5
1059;3;19;22375;9;384;Greenholt, Bins and Runolfsson;1
1060;1;23;48496;6;849;Douglas - Bednar;2
1061;j;21;695;5;507;Jakubowski, Hoeger and Pollich;10
1062;0;24;29587;2;489;Langworth, Gutmann and Connelly;10
1063;G;5;38380;10;667;Wilkinson - Osinski;1
1064;L;11;65926;1;877;Rolfson Group;8
1065;o;3;32162;2;196;Fritsch - Hoeger;0
1066;Q;7;15871;4;469;Emard, Roob and Bernhard;10
1067;%;0;67462;5;325;Bradtke LLC;3
