"storage_item_ID";"employee_id";"date";"element_quantity";"total";"type_ID"
"558";"558";"2024_06_04";"537";"57376";"1"
"559";"559";"2024_06_04";"680";"3811";"1"
"560";"560";"2024_06_04";"969";"22916";"0"
"561";"561";"2024_06_04";"22";"81060";"0"
"562";"562";"2024_06_04";"271";"87586";"2"
"563";"563";"2024_06_04";"133";"33232";"0"
"564";"564";"2024_06_04";"871";"23581";"0"
"565";"565";"2024_06_04";"350";"72121";"1"
"566";"566";"2024_06_04";"638";"72865";"0"
"567";"567";"2024_06_04";"249";"10600";"1"
"568";"568";"2024_06_04";"629";"42776";"2"
"569";"569";"2024_06_04";"409";"41641";"0"
"570";"570";"2024_06_04";"596";"61040";"1"
"571";"571";"2024_06_04";"373";"40076";"0"
"572";"572";"2024_06_04";"640";"82151";"1"
"573";"573";"2024_06_04";"865";"72969";"2"
"574";"574";"2024_06_04";"345";"64409";"1"
"575";"575";"2024_06_04";"743";"41500";"2"
"576";"576";"2024_06_04";"594";"3697";"0"
"577";"577";"2024_06_04";"450";"8459";"0"
"578";"578";"2024_06_04";"132";"50528";"2"
"579";"579";"2024_06_04";"627";"87864";"0"
"580";"580";"2024_06_04";"304";"87201";"2"
"581";"581";"2024_06_04";"978";"67124";"1"
"582";"582";"2024_06_04";"946";"29340";"0"
"583";"583";"2024_06_04";"440";"9102";"2"
"584";"584";"2024_06_04";"793";"27491";"2"
"585";"585";"2024_06_04";"326";"39311";"1"
"586";"586";"2024_06_04";"612";"68864";"0"
"587";"587";"2024_06_04";"673";"18529";"1"
"588";"588";"2024_06_04";"791";"12884";"2"
"589";"589";"2024_06_04";"777";"39056";"2"
"590";"590";"2024_06_04";"646";"44688";"2"
"591";"591";"2024_06_04";"959";"54055";"0"
"592";"592";"2024_06_04";"382";"9526";"2"
"593";"593";"2024_06_04";"805";"71301";"2"
"594";"594";"2024_06_04";"477";"7861";"0"
"595";"595";"2024_06_04";"245";"97768";"0"
"596";"596";"2024_06_04";"203";"41618";"2"
"597";"597";"2024_06_04";"406";"65805";"1"
"598";"598";"2024_06_04";"58";"44001";"0"
"599";"599";"2024_06_04";"870";"86861";"2"
"600";"600";"2024_06_04";"938";"88562";"0"
"601";"601";"2024_06_04";"289";"65016";"1"
"602";"602";"2024_06_04";"445";"71548";"0"
"603";"603";"2024_06_04";"231";"95064";"2"
"604";"604";"2024_06_04";"120";"43736";"1"
"605";"605";"2024_06_04";"714";"9694";"1"
"606";"606";"2024_06_04";"659";"17671";"1"
"607";"607";"2024_06_04";"76";"45160";"1"
"608";"608";"2024_06_04";"192";"73744";"0"
"609";"609";"2024_06_04";"227";"19784";"2"
"610";"610";"2024_06_04";"614";"12049";"1"
"611";"611";"2024_06_04";"415";"1411";"0"
"612";"612";"2024_06_04";"135";"38357";"0"
"613";"613";"2024_06_04";"728";"97158";"1"
"614";"614";"2024_06_04";"572";"66466";"2"
"615";"615";"2024_06_04";"263";"56736";"0"
"616";"616";"2024_06_04";"35";"33031";"2"
"617";"617";"2024_06_04";"223";"7811";"2"
"618";"618";"2024_06_04";"475";"50414";"0"
"619";"619";"2024_06_04";"256";"23512";"0"
"620";"620";"2024_06_04";"745";"49457";"1"
"621";"621";"2024_06_04";"485";"6632";"2"
"622";"622";"2024_06_04";"135";"6570";"1"
"623";"623";"2024_06_04";"279";"11859";"1"
"624";"624";"2024_06_04";"794";"74388";"1"
"625";"625";"2024_06_04";"455";"1016";"2"
"626";"626";"2024_06_04";"901";"89321";"2"
"627";"627";"2024_06_04";"42";"24901";"1"
"628";"628";"2024_06_04";"162";"15100";"0"
"629";"629";"2024_06_04";"368";"88881";"1"
"630";"630";"2024_06_04";"94";"94699";"0"
"631";"631";"2024_06_04";"345";"91045";"1"
"632";"632";"2024_06_04";"439";"4759";"0"
"633";"633";"2024_06_04";"919";"19210";"2"
"634";"634";"2024_06_04";"873";"16179";"0"
"635";"635";"2024_06_04";"139";"32024";"2"
"636";"636";"2024_06_04";"128";"73950";"2"
"637";"637";"2024_06_04";"856";"64943";"0"
"638";"638";"2024_06_04";"657";"13090";"0"
"639";"639";"2024_06_04";"240";"82182";"0"
"640";"640";"2024_06_04";"166";"3632";"1"
"641";"641";"2024_06_04";"383";"77017";"2"
"642";"642";"2024_06_04";"911";"25925";"1"
"643";"643";"2024_06_04";"611";"75955";"1"
"644";"644";"2024_06_04";"134";"71966";"2"
"645";"645";"2024_06_04";"850";"56824";"0"
"646";"646";"2024_06_04";"697";"99993";"0"
"647";"647";"2024_06_04";"871";"68170";"2"
"648";"648";"2024_06_04";"716";"56503";"1"
"649";"649";"2024_06_04";"264";"14136";"0"
"650";"650";"2024_06_04";"692";"8526";"0"
"651";"651";"2024_06_04";"146";"8010";"0"
"652";"652";"2024_06_04";"181";"78318";"1"
"653";"653";"2024_06_04";"870";"46115";"1"
"654";"654";"2024_06_04";"362";"35470";"2"
"655";"655";"2024_06_04";"277";"72272";"1"
"656";"656";"2024_06_04";"517";"53330";"0"
"657";"657";"2024_06_04";"169";"87422";"0"
"658";"658";"2024_06_04";"89";"28622";"0"
"659";"659";"2024_06_04";"449";"83209";"2"
"660";"660";"2024_06_04";"192";"68038";"0"
"661";"661";"2024_06_04";"301";"85171";"0"
"662";"662";"2024_06_04";"501";"9149";"1"
"663";"663";"2024_06_04";"372";"12023";"2"
"664";"664";"2024_06_04";"540";"54720";"0"
"665";"665";"2024_06_04";"915";"23751";"0"
"666";"666";"2024_06_04";"895";"9935";"0"
"667";"667";"2024_06_04";"558";"11282";"2"
"668";"668";"2024_06_04";"53";"21905";"1"
"669";"669";"2024_06_04";"371";"96158";"1"
"670";"670";"2024_06_04";"39";"45573";"1"
"671";"671";"2024_06_04";"655";"13437";"2"
"672";"672";"2024_06_04";"11";"54972";"1"
"673";"673";"2024_06_04";"52";"14083";"1"
"674";"674";"2024_06_04";"616";"75812";"2"
"675";"675";"2024_06_04";"58";"97752";"0"
"676";"676";"2024_06_04";"793";"57443";"0"
"677";"677";"2024_06_04";"924";"61974";"2"
"678";"678";"2024_06_04";"916";"73516";"0"
"679";"679";"2024_06_04";"952";"51208";"0"
"680";"680";"2024_06_04";"815";"74908";"1"
"681";"681";"2024_06_04";"954";"47729";"2"
"682";"682";"2024_06_04";"448";"32022";"2"
"683";"683";"2024_06_04";"430";"58828";"1"
"684";"684";"2024_06_04";"393";"92910";"2"
"685";"685";"2024_06_04";"694";"94555";"2"
"686";"686";"2024_06_04";"385";"77961";"1"
"687";"687";"2024_06_04";"280";"7503";"1"
"688";"688";"2024_06_04";"312";"81482";"0"
"689";"689";"2024_06_04";"340";"86608";"2"
"690";"690";"2024_06_04";"513";"95475";"0"
"691";"691";"2024_06_04";"384";"41373";"2"
"692";"692";"2024_06_04";"976";"66132";"0"
"693";"693";"2024_06_04";"898";"52983";"0"
"694";"694";"2024_06_04";"454";"83694";"0"
"695";"695";"2024_06_04";"463";"25857";"1"
"696";"696";"2024_06_04";"441";"69722";"1"
"697";"697";"2024_06_04";"322";"23970";"0"
"698";"698";"2024_06_04";"470";"41117";"2"
"699";"699";"2024_06_04";"114";"10396";"0"
"700";"700";"2024_06_04";"556";"45741";"2"
"701";"701";"2024_06_04";"617";"61240";"0"
"702";"702";"2024_06_04";"165";"82612";"1"
"703";"703";"2024_06_04";"818";"22528";"1"
"704";"704";"2024_06_04";"891";"90802";"1"
"705";"705";"2024_06_04";"983";"49835";"2"
"706";"706";"2024_06_04";"389";"4949";"0"
"707";"707";"2024_06_04";"479";"25547";"1"
"708";"708";"2024_06_04";"251";"75882";"1"
"709";"709";"2024_06_04";"98";"20360";"0"
"710";"710";"2024_06_04";"643";"4002";"1"
"711";"711";"2024_06_04";"401";"77936";"1"
"712";"712";"2024_06_04";"430";"28170";"0"
"713";"713";"2024_06_04";"874";"43435";"2"
"714";"714";"2024_06_04";"524";"27782";"0"
"715";"715";"2024_06_04";"262";"17586";"2"
"716";"716";"2024_06_04";"116";"25736";"2"
"717";"717";"2024_06_04";"330";"45210";"1"
"718";"718";"2024_06_04";"944";"36915";"1"
"719";"719";"2024_06_04";"127";"95177";"1"
"720";"720";"2024_06_04";"974";"80299";"1"
"721";"721";"2024_06_04";"926";"29758";"0"
"722";"722";"2024_06_04";"800";"80733";"0"
"723";"723";"2024_06_04";"604";"30027";"0"
"724";"724";"2024_06_04";"537";"84637";"0"
"725";"725";"2024_06_04";"415";"22992";"1"
"726";"726";"2024_06_04";"556";"88425";"1"
"727";"727";"2024_06_04";"715";"99014";"0"
"728";"728";"2024_06_04";"596";"53472";"1"
"729";"729";"2024_06_04";"451";"90734";"0"
"730";"730";"2024_06_04";"100";"31684";"2"
"731";"731";"2024_06_04";"263";"59662";"1"
"732";"732";"2024_06_04";"907";"43917";"0"
"733";"733";"2024_06_04";"662";"54852";"2"
"734";"734";"2024_06_04";"887";"65155";"1"
"735";"735";"2024_06_04";"720";"71881";"2"
"736";"736";"2024_06_04";"508";"6282";"2"
"737";"737";"2024_06_04";"210";"94427";"1"
"738";"738";"2024_06_04";"271";"5285";"2"
"739";"739";"2024_06_04";"852";"33242";"1"
"740";"740";"2024_06_04";"102";"11853";"2"
"741";"741";"2024_06_04";"168";"78006";"1"
"742";"742";"2024_06_04";"379";"90290";"2"
"743";"743";"2024_06_04";"254";"47841";"2"
"744";"744";"2024_06_04";"123";"614";"0"
"745";"745";"2024_06_04";"688";"95302";"2"
"746";"746";"2024_06_04";"379";"185";"0"
"747";"747";"2024_06_04";"179";"96744";"0"
"748";"748";"2024_06_04";"981";"6683";"0"
"749";"749";"2024_06_04";"523";"68736";"1"
"750";"750";"2024_06_04";"965";"34490";"1"
"751";"751";"2024_06_04";"325";"35552";"0"
"752";"752";"2024_06_04";"240";"55309";"2"
"753";"753";"2024_06_04";"245";"58291";"2"
"754";"754";"2024_06_04";"242";"92829";"1"
"755";"755";"2024_06_04";"493";"46345";"0"
"756";"756";"2024_06_04";"263";"99709";"1"
"757";"757";"2024_06_04";"882";"97592";"0"
"758";"758";"2024_06_04";"591";"22317";"1"
"759";"759";"2024_06_04";"839";"53202";"1"
"760";"760";"2024_06_04";"62";"68696";"0"
"761";"761";"2024_06_04";"708";"93565";"0"
"762";"762";"2024_06_04";"149";"18842";"1"
"763";"763";"2024_06_04";"290";"27652";"2"
"764";"764";"2024_06_04";"229";"13219";"2"
"765";"765";"2024_06_04";"83";"56155";"2"
"766";"766";"2024_06_04";"525";"85847";"1"
"767";"767";"2024_06_04";"77";"80546";"1"
"768";"768";"2024_06_04";"260";"32119";"2"
"769";"769";"2024_06_04";"897";"19928";"0"
"770";"770";"2024_06_04";"90";"16624";"0"
"771";"771";"2024_06_04";"930";"706";"2"
"772";"772";"2024_06_04";"621";"4076";"2"
"773";"773";"2024_06_04";"627";"58807";"0"
"774";"774";"2024_06_04";"227";"65587";"1"
"775";"775";"2024_06_04";"65";"12102";"1"
"776";"776";"2024_06_04";"274";"64273";"0"
"777";"777";"2024_06_04";"712";"93179";"0"
"778";"778";"2024_06_04";"134";"1993";"0"
"779";"779";"2024_06_04";"617";"4060";"0"
"780";"780";"2024_06_04";"514";"86337";"1"
"781";"781";"2024_06_04";"212";"89039";"2"
"782";"782";"2024_06_04";"450";"1733";"0"
"783";"783";"2024_06_04";"44";"261";"1"
"784";"784";"2024_06_04";"419";"69228";"2"
"785";"785";"2024_06_04";"441";"61616";"0"
"786";"786";"2024_06_04";"658";"99870";"2"
"787";"787";"2024_06_04";"248";"72198";"0"
"788";"788";"2024_06_04";"92";"27738";"1"
"789";"789";"2024_06_04";"636";"47523";"2"
"790";"790";"2024_06_04";"151";"60044";"0"
"791";"791";"2024_06_04";"404";"70763";"0"
"792";"792";"2024_06_04";"970";"96174";"2"
"793";"793";"2024_06_04";"841";"76148";"2"
"794";"794";"2024_06_04";"994";"35321";"0"
"795";"795";"2024_06_04";"74";"93622";"1"
"796";"796";"2024_06_04";"850";"67671";"0"
"797";"797";"2024_06_04";"26";"37016";"1"
"798";"798";"2024_06_04";"278";"12916";"1"
"799";"799";"2024_06_04";"109";"61621";"0"
"800";"800";"2024_06_04";"962";"12879";"2"
"801";"801";"2024_06_04";"942";"51007";"0"
"802";"802";"2024_06_04";"636";"1057";"1"
"803";"803";"2024_06_04";"72";"42742";"1"
"804";"804";"2024_06_04";"215";"7135";"1"
"805";"805";"2024_06_04";"624";"56002";"2"
"806";"806";"2024_06_04";"782";"91548";"0"
"807";"807";"2024_06_04";"356";"7727";"1"
"808";"808";"2024_06_04";"535";"18435";"1"
"809";"809";"2024_06_04";"398";"12121";"2"
"810";"810";"2024_06_04";"33";"58086";"0"
"811";"811";"2024_06_04";"978";"61383";"1"
"812";"812";"2024_06_04";"681";"86008";"2"
"813";"813";"2024_06_04";"767";"61657";"1"
"814";"814";"2024_06_04";"288";"63029";"2"
"815";"815";"2024_06_04";"743";"55360";"2"
"816";"816";"2024_06_04";"937";"71666";"0"
"817";"817";"2024_06_04";"665";"68256";"0"
"818";"818";"2024_06_04";"624";"79763";"2"
"819";"819";"2024_06_04";"882";"94874";"2"
"820";"820";"2024_06_04";"191";"4000";"2"
"821";"821";"2024_06_04";"872";"76082";"1"
"822";"822";"2024_06_04";"930";"98611";"0"
"823";"823";"2024_06_04";"314";"59808";"2"
"824";"824";"2024_06_04";"143";"60609";"1"
"825";"825";"2024_06_04";"970";"39097";"0"
"826";"826";"2024_06_04";"836";"86569";"2"
"827";"827";"2024_06_04";"892";"95148";"0"
"828";"828";"2024_06_04";"340";"5953";"2"
"829";"829";"2024_06_04";"810";"5351";"0"
"830";"830";"2024_06_04";"485";"25274";"1"
"831";"831";"2024_06_04";"5";"72344";"0"
"832";"832";"2024_06_04";"256";"90456";"1"
"833";"833";"2024_06_04";"939";"64130";"0"
"834";"834";"2024_06_04";"422";"72547";"0"
"835";"835";"2024_06_04";"287";"17470";"1"
"836";"836";"2024_06_04";"879";"2464";"2"
"837";"837";"2024_06_04";"862";"67931";"0"
"838";"838";"2024_06_04";"121";"35344";"1"
"839";"839";"2024_06_04";"94";"66076";"0"
"840";"840";"2024_06_04";"570";"48992";"0"
"841";"841";"2024_06_04";"50";"21271";"0"
"842";"842";"2024_06_04";"764";"93139";"0"
"843";"843";"2024_06_04";"600";"7359";"1"
"844";"844";"2024_06_04";"724";"8905";"1"
"845";"845";"2024_06_04";"847";"92533";"2"
"846";"846";"2024_06_04";"716";"32526";"2"
"847";"847";"2024_06_04";"445";"83435";"1"
"848";"848";"2024_06_04";"697";"65315";"0"
"849";"849";"2024_06_04";"498";"86361";"2"
"850";"850";"2024_06_04";"129";"96102";"2"
"851";"851";"2024_06_04";"953";"93573";"2"
"852";"852";"2024_06_04";"802";"80111";"0"
"853";"853";"2024_06_04";"964";"41111";"1"
"854";"854";"2024_06_04";"990";"7082";"0"
"855";"855";"2024_06_04";"545";"62466";"0"
"856";"856";"2024_06_04";"291";"59437";"1"
"857";"857";"2024_06_04";"262";"3919";"0"
"858";"858";"2024_06_04";"62";"24153";"1"
"859";"859";"2024_06_04";"337";"80014";"1"
"860";"860";"2024_06_04";"651";"14864";"0"
"861";"861";"2024_06_04";"125";"22439";"0"
"862";"862";"2024_06_04";"354";"6627";"2"
"863";"863";"2024_06_04";"821";"74114";"0"
"864";"864";"2024_06_04";"27";"39340";"1"
"865";"865";"2024_06_04";"100";"36560";"2"
"866";"866";"2024_06_04";"704";"39515";"0"
"867";"867";"2024_06_04";"618";"40324";"1"
"868";"868";"2024_06_04";"585";"96491";"2"
"869";"869";"2024_06_04";"490";"88018";"0"
"870";"870";"2024_06_04";"542";"62178";"2"
"871";"871";"2024_06_04";"104";"86291";"1"
"872";"872";"2024_06_04";"725";"64692";"1"
"873";"873";"2024_06_04";"173";"87226";"0"
"874";"874";"2024_06_04";"254";"28556";"2"
"875";"875";"2024_06_04";"190";"64012";"1"
"876";"876";"2024_06_04";"61";"70407";"2"
"877";"877";"2024_06_04";"523";"11179";"1"
"878";"878";"2024_06_04";"846";"87669";"1"
"879";"879";"2024_06_04";"755";"58015";"2"
"880";"880";"2024_06_04";"921";"91535";"2"
"881";"881";"2024_06_04";"277";"56800";"2"
"882";"882";"2024_06_04";"420";"55313";"1"
"883";"883";"2024_06_04";"944";"28080";"0"
"884";"884";"2024_06_04";"43";"81401";"1"
"885";"885";"2024_06_04";"810";"90186";"2"
"886";"886";"2024_06_04";"200";"65425";"0"
"887";"887";"2024_06_04";"905";"4285";"2"
"888";"888";"2024_06_04";"369";"14805";"2"
"889";"889";"2024_06_04";"337";"33405";"1"
"890";"890";"2024_06_04";"777";"35818";"1"
"891";"891";"2024_06_04";"19";"50";"2"
"892";"892";"2024_06_04";"445";"94737";"0"
"893";"893";"2024_06_04";"608";"73230";"2"
"894";"894";"2024_06_04";"496";"92588";"1"
"895";"895";"2024_06_04";"850";"91476";"0"
"896";"896";"2024_06_04";"424";"80343";"0"
"897";"897";"2024_06_04";"804";"64295";"2"
"898";"898";"2024_06_04";"650";"81169";"2"
"899";"899";"2024_06_04";"947";"27665";"1"
"900";"900";"2024_06_04";"873";"62272";"2"
"901";"901";"2024_06_04";"348";"8003";"1"
"902";"902";"2024_06_04";"892";"93908";"2"
"903";"903";"2024_06_04";"850";"83068";"1"
"904";"904";"2024_06_04";"255";"50911";"1"
"905";"905";"2024_06_04";"752";"7802";"2"
"906";"906";"2024_06_04";"281";"2545";"2"
"907";"907";"2024_06_04";"270";"58108";"1"
"908";"908";"2024_06_04";"286";"32994";"1"
"909";"909";"2024_06_04";"704";"52515";"2"
"910";"910";"2024_06_04";"775";"1888";"2"
"911";"911";"2024_06_04";"456";"14921";"2"
"912";"912";"2024_06_04";"310";"95728";"1"
"913";"913";"2024_06_04";"834";"18816";"1"
"914";"914";"2024_06_04";"600";"86066";"2"
"915";"915";"2024_06_04";"687";"24397";"2"
"916";"916";"2024_06_04";"752";"49171";"2"
"917";"917";"2024_06_04";"830";"97429";"1"
"918";"918";"2024_06_04";"11";"60373";"0"
"919";"919";"2024_06_04";"845";"32469";"2"
"920";"920";"2024_06_04";"325";"7694";"2"
"921";"921";"2024_06_04";"824";"54596";"2"
"922";"922";"2024_06_04";"302";"21148";"1"
"923";"923";"2024_06_04";"88";"91786";"2"
"924";"924";"2024_06_04";"408";"62929";"1"
"925";"925";"2024_06_04";"785";"10598";"0"
"926";"926";"2024_06_04";"68";"79150";"0"
"927";"927";"2024_06_04";"413";"83205";"0"
"928";"928";"2024_06_04";"161";"4498";"2"
"929";"929";"2024_06_04";"317";"18769";"0"
"930";"930";"2024_06_04";"653";"31802";"0"
"931";"931";"2024_06_04";"397";"77628";"2"
"932";"932";"2024_06_04";"446";"4790";"1"
"933";"933";"2024_06_04";"70";"10917";"2"
"934";"934";"2024_06_04";"967";"73991";"0"
"935";"935";"2024_06_04";"909";"45869";"0"
"936";"936";"2024_06_04";"921";"193";"0"
"937";"937";"2024_06_04";"236";"92175";"2"
"938";"938";"2024_06_04";"975";"28427";"1"
"939";"939";"2024_06_04";"296";"52287";"2"
"940";"940";"2024_06_04";"837";"55679";"1"
"941";"941";"2024_06_04";"567";"5474";"0"
"942";"942";"2024_06_04";"438";"82276";"2"
"943";"943";"2024_06_04";"421";"62095";"1"
"944";"944";"2024_06_04";"103";"78384";"2"
"945";"945";"2024_06_04";"5";"94391";"0"
"946";"946";"2024_06_04";"253";"29576";"1"
"947";"947";"2024_06_04";"454";"20346";"2"
"948";"948";"2024_06_04";"886";"95334";"2"
"949";"949";"2024_06_04";"824";"22191";"0"
"950";"950";"2024_06_04";"139";"96736";"2"
"951";"951";"2024_06_04";"381";"15096";"1"
"952";"952";"2024_06_04";"650";"12287";"2"
"953";"953";"2024_06_04";"425";"8741";"2"
"954";"954";"2024_06_04";"869";"26396";"0"
"955";"955";"2024_06_04";"919";"65505";"1"
"956";"956";"2024_06_04";"863";"38838";"2"
"957";"957";"2024_06_04";"278";"70143";"1"
"958";"958";"2024_06_04";"110";"83637";"2"
"959";"959";"2024_06_04";"789";"76157";"1"
"960";"960";"2024_06_04";"386";"22444";"2"
"961";"961";"2024_06_04";"530";"37059";"0"
"962";"962";"2024_06_04";"469";"11312";"2"
"963";"963";"2024_06_04";"625";"32931";"2"
"964";"964";"2024_06_04";"92";"50410";"0"
"965";"965";"2024_06_04";"876";"45044";"0"
"966";"966";"2024_06_04";"397";"66105";"1"
"967";"967";"2024_06_04";"143";"16967";"2"
"968";"968";"2024_06_04";"706";"46246";"0"
"969";"969";"2024_06_04";"409";"49235";"0"
"970";"970";"2024_06_04";"71";"91555";"1"
"971";"971";"2024_06_04";"191";"86701";"1"
"972";"972";"2024_06_04";"806";"60732";"0"
"973";"973";"2024_06_04";"947";"46768";"1"
"974";"974";"2024_06_04";"146";"20088";"0"
"975";"975";"2024_06_04";"275";"96476";"0"
"976";"976";"2024_06_04";"171";"18973";"1"
"977";"977";"2024_06_04";"673";"52983";"1"
"978";"978";"2024_06_04";"672";"55713";"0"
"979";"979";"2024_06_04";"423";"40017";"1"
"980";"980";"2024_06_04";"742";"77496";"2"
"981";"981";"2024_06_04";"327";"79576";"2"
"982";"982";"2024_06_04";"649";"43528";"2"
"983";"983";"2024_06_04";"613";"70302";"1"
"984";"984";"2024_06_04";"30";"65458";"1"
"985";"985";"2024_06_04";"622";"93955";"1"
"986";"986";"2024_06_04";"451";"96212";"1"
"987";"987";"2024_06_04";"882";"70805";"0"
"988";"988";"2024_06_04";"744";"78427";"1"
"989";"989";"2024_06_04";"545";"11226";"0"
"990";"990";"2024_06_04";"680";"3493";"0"
"991";"991";"2024_06_04";"503";"73507";"1"
"992";"992";"2024_06_04";"334";"32111";"2"
"993";"993";"2024_06_04";"373";"30763";"2"
"994";"994";"2024_06_04";"410";"5485";"1"
"995";"995";"2024_06_04";"909";"74686";"2"
"996";"996";"2024_06_04";"785";"12375";"0"
"997";"997";"2024_06_04";"295";"20770";"1"
"998";"998";"2024_06_04";"133";"64392";"2"
"999";"999";"2024_06_04";"458";"83687";"1"
"1000";"1000";"2024_06_04";"984";"7784";"0"
"1001";"1001";"2024_06_04";"291";"72147";"0"
"1002";"1002";"2024_06_04";"190";"88205";"0"
"1003";"1003";"2024_06_04";"978";"43025";"2"
"1004";"1004";"2024_06_04";"291";"19651";"1"
"1005";"1005";"2024_06_04";"688";"18274";"0"
"1006";"1006";"2024_06_04";"213";"44274";"0"
"1007";"1007";"2024_06_04";"121";"46023";"2"
"1008";"1008";"2024_06_04";"419";"25741";"0"
"1009";"1009";"2024_06_04";"876";"17112";"0"
"1010";"1010";"2024_06_04";"516";"65493";"2"
"1011";"1011";"2024_06_04";"54";"69994";"2"
"1012";"1012";"2024_06_04";"645";"23612";"1"
"1013";"1013";"2024_06_04";"433";"49996";"2"
"1014";"1014";"2024_06_04";"71";"91561";"2"
"1015";"1015";"2024_06_04";"849";"19617";"2"
"1016";"1016";"2024_06_04";"185";"9389";"1"
"1017";"1017";"2024_06_04";"459";"39358";"0"
"1018";"1018";"2024_06_04";"977";"83060";"2"
"1019";"1019";"2024_06_04";"433";"99838";"1"
"1020";"1020";"2024_06_04";"957";"87704";"2"
"1021";"1021";"2024_06_04";"986";"81775";"1"
"1022";"1022";"2024_06_04";"7";"47605";"0"
"1023";"1023";"2024_06_04";"140";"14002";"1"
"1024";"1024";"2024_06_04";"967";"34428";"2"
"1025";"1025";"2024_06_04";"196";"10179";"0"
"1026";"1026";"2024_06_04";"174";"20846";"0"
"1027";"1027";"2024_06_04";"46";"72969";"1"
"1028";"1028";"2024_06_04";"769";"22318";"0"
"1029";"1029";"2024_06_04";"324";"78653";"2"
"1030";"1030";"2024_06_04";"448";"26381";"0"
"1031";"1031";"2024_06_04";"868";"7743";"2"
"1032";"1032";"2024_06_04";"981";"42818";"1"
"1033";"1033";"2024_06_04";"414";"52438";"1"
"1034";"1034";"2024_06_04";"721";"80503";"1"
"1035";"1035";"2024_06_04";"888";"5109";"2"
"1036";"1036";"2024_06_04";"62";"82957";"2"
"1037";"1037";"2024_06_04";"495";"88078";"0"
"1038";"1038";"2024_06_04";"659";"66382";"1"
"1039";"1039";"2024_06_04";"314";"26187";"1"
"1040";"1040";"2024_06_04";"936";"59048";"0"
"1041";"1041";"2024_06_04";"198";"40391";"1"
"1042";"1042";"2024_06_04";"392";"91498";"0"
"1043";"1043";"2024_06_04";"606";"70272";"0"
"1044";"1044";"2024_06_04";"700";"212";"0"
"1045";"1045";"2024_06_04";"788";"94776";"2"
"1046";"1046";"2024_06_04";"515";"42371";"0"
"1047";"1047";"2024_06_04";"856";"21873";"2"
"1048";"1048";"2024_06_04";"78";"33983";"1"
"1049";"1049";"2024_06_04";"122";"40417";"1"
"1050";"1050";"2024_06_04";"322";"81994";"1"
"1051";"1051";"2024_06_04";"728";"63390";"1"
"1052";"1052";"2024_06_04";"139";"33867";"1"
"1053";"1053";"2024_06_04";"869";"34433";"2"
"1054";"1054";"2024_06_04";"715";"28584";"0"
